prompt,completion
네... 오후 4시쯤에 가능할까요?,"네, 4시는 마감되었습니다. 하지만 오후 3시 30분이나 4시 30분 진료는 가능합니다."
4시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 저... 좀 아파서... 오후에 진료를 받아야 할 것 같은데...","네, 고객님. 오후 진료로 변경을 원하시는군요. 오후 2시, 3시 30분, 5시 진료가 가능합니다."
3시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 시간을 바꾸고 싶은데... 언제쯤 전화하면 좋을지 몰라서요.,"네, 고객님. 편하실 때 전화주시면 됩니다. 오후 진료로 변경을 원하시는 걸까요?"
네... 2시에서 4시 사이에 가능한 시간 있을까요?,"네, 오후 2시 30분, 3시 30분 진료가 가능합니다."
2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가서... 혹시 내일로 바꿀 수 있을까요...?,"네, 고객님. 성함과 예약 시간 알려주세요. 내일로 변경을 원하시는군요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인되었습니다. 내일 오후 2시 진료는 가능합니다."
"네, 그걸로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 가고 싶은데... 죄송하지만 몇 시에 가능한지 여쭤봐도 될까요?,"네, 고객님. 오후에 가능한 시간은 2시, 3시 30분, 5시입니다."
3시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 혹시... 진료가 끝나는 시간은 몇 시인가요?","네, 고객님. 저희 진료는 오후 6시 30분에 마감됩니다. 혹시 늦은 오후 진료를 원하시는 걸까요?"
네... 5시 이후에 갈 수 있을지 여쭤보려고요.,"네, 오후 5시 30분 진료가 가능합니다."
"네, 그걸로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 시간을... 좀 뒤로 미루고 싶은데...,"네, 고객님. 오후로 변경을 원하시는군요. 오후 2시 30분, 4시, 5시 30분 진료가 가능합니다."
4시로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후에... 제가 갈 수 있는 시간이 딱 한 시간밖에 없는데...","네, 고객님. 어떤 시간이신가요? 말씀해주시면 확인해드릴게요."
3시 반이요... 혹시 가능할까요?,"네, 3시 30분 진료 가능합니다."
"네, 그걸로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오늘 오후에 빈 시간 있는지... 혹시... 많이 바쁘시면 다음에 전화드릴까요...?,"네, 고객님. 괜찮습니다. 지금 확인해드릴게요. 오후에 오실 수 있는 시간을 말씀해주시겠어요?"
2시나 3시쯤이요...,"네, 2시 30분 진료가 가능합니다."
"네, 2시 30분으로 바꿔주세요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 시간을 바꾸고 싶은데... 괜히 방해하는 것 같아서 죄송해서...","네, 고객님. 전혀 방해되지 않습니다. 오후로 변경을 원하시는군요. 오후 2시 30분, 3시 30분, 4시 30분 진료가 가능합니다."
2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 저... 좀 늦게 갈 것 같은데... 혹시...,"네, 고객님. 예약 시간 변경을 원하시는 걸까요?"
네... 오후 3시쯤에 가고 싶어요.,죄송하지만 3시는 마감되었습니다. 2시 30분이나 3시 30분 진료가 가능합니다.
3시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
"안녕하세요, 오늘 진료 시간 좀 변경하고 싶어서요. 오후에 가능한 시간대가 있을까요?","네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역은 확인됩니다. 오후 2시, 3시, 4시 진료가 가능합니다."
"3시로 바꿔주세요. 아, 아니요, 4시로 해주세요.","네, 알겠습니다. 오후 4시로 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가게 돼서요. 오후 3시쯤으로 바꾸고 싶은데...,"네, 성함과 예약 시간 알려주세요."
"홍길동인데, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 오후 2시 30분, 3시, 3시 30분 진료가 가능합니다."
"3시로요. 아, 잠깐만요. 아니, 3시 30분으로 해주세요.","네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이었어요. 오후 2시쯤에 가능한가요?,"네, 예약 내역 확인되었습니다. 오후 2시 진료 가능합니다."
"네, 그걸로 할게요. 아, 근데... 혹시 2시 반도 가능한가요?","네, 2시 30분도 가능합니다."
그럼 2시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
경희내과죠? 저 오늘 진료 시간 좀 변경하려구요. 오후 4시 반에 갈게요.,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이요.","네, 예약 내역 확인됩니다. 죄송하지만 4시 30분은 마감되었습니다. 3시 30분이나 4시 진료는 가능합니다."
"아, 그래요? 그럼 3시 30분으로 해주세요. 아, 잠시만요... 그냥 4시로 할게요.","네, 오후 4시로 변경해드리겠습니다."
"여보세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 오후 5시쯤에 갈 수 있나요?","네, 예약 내역은 확인됩니다. 오후 5시 진료 가능합니다."
"네, 그럼 5시로... 아, 아니요, 그냥 취소할게요. 죄송해요.","네, 알겠습니다. 기존 예약 취소 처리해드렸습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 2시로 바꾸고 싶은데 가능할까요?,"네, 예약 내역 확인되었습니다. 2시 진료 가능합니다."
"네, 그럼 2시로... 아, 아니다! 그냥 오전 11시에 갈게요. 시간 변경 안 할래요.","네, 알겠습니다. 기존 예약대로 유지해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오늘 오후 3시 반에 가능한가요?,"네, 예약 내역은 확인됩니다. 오후 3시 30분 진료 가능합니다."
"네, 3시 30분으로 바꿔주세요. 아... 근데 혹시 4시 30분은 안 될까요?","네, 4시 30분 진료도 가능합니다."
그럼 4시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가서요. 오후에 2시나 3시쯤에 가능한가요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 2시와 3시 모두 마감되었습니다. 2시 30분이나 3시 30분 진료가 가능합니다."
"아... 그럼 3시 30분으로 할게요. 아, 아니요! 그냥 2시 30분으로 해주세요.","네, 알겠습니다. 오후 2시 30분으로 변경해드렸습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후에 4시로 바꾸고 싶은데 가능할까요?,"네, 예약 내역 확인되었습니다. 4시 진료 가능합니다."
"네, 그걸로... 아, 죄송해요. 갑자기 일이 생겨서... 그냥 취소할게요.","네, 알겠습니다. 예약 취소 처리해드렸습니다."
안녕하세요. 홍길동입니다. 오늘 오전 11시 예약이었어요. 오후 3시쯤으로 바꾸고 싶은데요.,"네, 예약 내역 확인되었습니다. 3시 진료 가능합니다."
"네, 3시로... 아, 아니요. 죄송하지만 3시 반으로 바꿔주세요.","네, 3시 30분으로 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후 2시쯤에 가고 싶어요.","네, 예약 내역은 확인됩니다. 오후 2시 진료 가능합니다."
"네, 2시로... 아, 내일로 바꿀게요. 내일 오후 2시는 어떤가요?","네, 내일 오후 2시 진료 가능합니다."
"네, 그럼 내일 오후 2시로 변경해주세요.","네, 그렇게 처리해드리겠습니다."
안녕하세요. 홍길동인데 오늘 오전 11시 예약이에요. 오후 3시 반에 가능한가요?,"네, 예약 내역은 확인됩니다. 오후 3시 30분 진료 가능합니다."
"네, 3시 30분으로... 아, 헷갈렸네요. 4시 30분으로 바꿔주세요.","네, 오후 4시 30분으로 변경해드리겠습니다."
여보세요? 제가 오늘 진료를 못 가서... 오후 5시 반에 갈 수 있나요?,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 5시 30분 진료 가능합니다."
"네, 5시 30분으로... 아, 아니요. 5시로 할게요.","네, 오후 5시로 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후 2시로 바꾸고 싶어요.,"네, 예약 내역 확인되었습니다. 2시 진료 가능합니다."
"네, 2시로... 아... 역시 그냥 원래 시간대로 가는 게 나을 것 같아요.","네, 알겠습니다. 기존 예약대로 유지해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후 3시쯤에 가능한가요?","네, 예약 내역 확인됩니다. 오후 3시 진료 가능합니다."
"네, 3시로... 잠깐만요. 혹시 3시 반은 마감됐나요?","아니요, 3시 30분도 가능합니다."
그럼 3시 30분으로 바꿔주세요.,"네, 그렇게 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후 4시 30분으로 바꿀게요.,"네, 예약 내역 확인되었습니다. 4시 30분 진료 가능합니다."
"네, 4시 30분으로... 아, 죄송해요. 4시로 해야 할 것 같아요.","네, 오후 4시로 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후 2시 반이나 3시 반 중 하나로 바꾸고 싶어요.","네, 예약 내역 확인됩니다. 오후 2시 30분, 3시 30분 모두 가능합니다."
"네, 2시 30분으로... 아니요, 그냥 3시 30분으로 할게요.","네, 3시 30분으로 변경해드리겠습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 오후 1시 반이나 2시 반 중 가능한가요?,"네, 예약 내역 확인되었습니다. 1시 30분, 2시 30분 모두 가능합니다."
"네, 1시 30분으로... 아, 헷갈렸네요. 2시 30분으로 할게요.","네, 2시 30분으로 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후 3시로 바꾸고 싶어요.","네, 예약 내역 확인됩니다. 오후 3시 진료 가능합니다."
"네, 3시로... 아, 역시 그냥 4시로 바꿀게요.","네, 오후 4시로 변경해드리겠습니다."
"안녕하세요, 저 오늘 진료 시간 좀 바꾸고 싶어서요.","네, 고객님. 예약 내역 확인을 위해 성함과 기존 예약 시간을 말씀해주시겠어요?"
"홍길동인데, 오늘 오전 11시였어요. 혹시 오후에 가능한 시간 있나요?","네, 확인되었습니다. 오후에는 2시 30분, 3시 50분, 5시 10분 진료가 가능합니다."
"음... 3시 50분으로 할게요. 아, 잠깐만요. 제가 그 시간에 주차할 곳이 없을까 봐요... 혹시 주차는 어떻게 하나요?","네, 3시 50분으로 변경하시려는 거죠? 저희 병원 건물에 주차장이 있으며, 진료 시에 무료 주차권 드립니다."
"아, 네! 그럼 괜찮겠네요. 3시 50분으로 확정해주세요.","네, 그렇게 변경해드렸습니다."
"여보세요? 홍길동인데, 오늘 오전 11시 예약이었어요. 시간을 바꾸고 싶은데...","네, 고객님. 오후 진료를 원하시는 걸까요?"
네... 혹시 2시나 3시쯤 가능한가요?,"죄송하지만 2시와 3시는 마감되었습니다. 2시 15분, 3시 15분 진료는 가능합니다."
2시 15분으로 할게요. 아... 근데 제가 진료 후에 회사 제출용 서류도 받아야 하거든요.,"네, 알겠습니다. 진료확인서나 진단서가 필요하시면 진료 후 접수 데스크에 말씀해주시면 바로 발급 가능합니다. 2시 15분으로 변경해드릴까요?"
"네, 그렇게 해주세요.","네, 그렇게 변경해드렸습니다."
안녕하세요. 홍길동입니다. 오늘 오전 11시 예약인데요. 제가 오후에 중요한 일이 있어서... 혹시 오후에 일찍 가능한 시간 없을까요?,"네, 고객님. 예약 내역 확인해드리겠습니다. 오후 1시 30분이나 2시 15분 진료가 가능합니다."
"음... 1시 30분으로 할게요. 아, 잠시만요... 제가 오늘 열이 좀 나는데... 진료 전에 뭘 먹어도 괜찮을까요?","네, 예약 변경 도와드리겠습니다. 특별한 검사가 예정되어 있지 않으면 가볍게 드시는 것은 괜찮습니다. 1시 30분으로 변경 확정해드릴까요?"
"네, 1시 30분으로 변경해주세요.","네, 그렇게 처리해드렸습니다."
여보세요? 제가 오늘 진료를 못 가서요. 오후로 바꾸고 싶은데...,"네, 성함과 예약 시간 알려주세요."
"홍길동이고, 오늘 오전 11시 예약이었어요.","네, 예약 내역 확인됩니다. 오후 2시 45분, 3시 45분 진료가 가능합니다."
"3시 45분으로 바꿔주세요. 아, 근데... 혹시 이번에 가면 다음 예약도 미리 잡을 수 있나요?","네, 가능합니다. 진료 후 데스크에서 다음 예약까지 함께 도와드릴 수 있습니다. 3시 45분으로 변경해드릴까요?"
"네, 그걸로 할게요.","네, 그렇게 변경해드렸습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 시간을 오후로 바꾸고 싶은데, 제 증상이 좀... 복잡해서요.","네, 고객님. 오후 진료를 원하시는군요. 오후 2시 30분이나 4시 진료가 가능합니다."
"4시로 바꿔주세요. 아, 근데... 제가 지금 복용하고 있는 약이 있는데, 그것도 가져가야 할까요?","네, 예약 변경 도와드리겠습니다. 복용 중인 약이 있으시면 약 봉투나 처방전을 가져오시면 진료에 도움이 됩니다. 4시로 변경 확정해드릴까요?"
"네, 4시로 변경해주세요.","네, 그렇게 변경해드리겠습니다."
여보세요. 홍길동입니다. 오늘 오전 11시 예약이요. 오후 3시쯤으로 바꾸고 싶은데 가능할까요?,"네, 예약 내역 확인됩니다. 오후 2시 30분, 3시, 4시 진료가 가능합니다."
"3시로 바꿔주세요. 아, 아니요, 혹시 2시 30분은 아직 되나요? 그게 더 나을 것 같아요.","네, 2시 30분도 가능합니다."
"그럼 2시 30분으로 바꿔주세요. 아, 그리고 진료 끝나고 처방전도 꼭 받아야 해요.","네, 알겠습니다. 오후 2시 30분으로 변경해드리겠습니다. 진료 후 처방전까지 잘 챙겨드리겠습니다."
"네, 감사합니다.","네, 알겠습니다."
"안녕하세요. 홍길동인데요, 오늘 오전 11시 예약이었어요. 시간을 오후로 바꾸고 싶은데, 가능하면 늦은 시간으로요.","네, 고객님. 예약 내역 확인되었습니다. 오후 4시 15분, 5시 15분 진료가 가능합니다."
"4시 15분으로 할게요. 아, 근데... 제가 이번에 진료 보고 나면 다음 진료 날짜를 언제쯤으로 잡아야 하는지 알려주실 수 있나요?","네, 다음 진료 날짜는 진료 후에 의사 선생님께서 안내해주실 겁니다. 4시 15분으로 변경 확정해드릴까요?"
"네, 4시 15분으로 부탁드릴게요.","네, 그렇게 변경해드리겠습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후로 바꾸고 싶은데... 혹시 오후에 가장 한가한 시간이 몇 시인가요?","네, 고객님. 오후 2시나 5시에 비교적 한가한 편입니다. 그 외에도 오후 3시 30분 진료도 가능합니다."
"음... 2시로 할게요. 아, 근데 잠깐만요. 제 보험 관련 서류도 챙겨가야 하나요?","네, 2시로 변경해드리겠습니다. 보험 관련 서류는 진료 후 보험 청구용 영수증을 받아가시면 됩니다."
"네, 그렇게 해주세요.","네, 그렇게 변경해드렸습니다."
안녕하세요. 홍길동인데요. 오늘 오전 11시 예약이었어요. 혹시... 오후 2시쯤에 가능한가요?,"네, 예약 내역 확인되었습니다. 오후 2시 진료 가능합니다."
2시로... 아니요! 3시로 할게요. 3시는 아직 가능하죠?,"네, 3시 진료도 가능합니다."
그럼 3시로 바꿔주세요. 그리고 진료 끝나고 진단서도 받을 수 있는지 미리 여쭤봐도 될까요?,"네, 가능합니다. 진료 후 원무과에 말씀해주시면 됩니다. 3시로 변경해드리겠습니다."
"네, 감사합니다.","네, 그렇게 처리해드렸습니다."
"여보세요. 홍길동인데, 오늘 오전 11시 예약이었어요. 오후에 4시 30분으로 바꾸고 싶어요.","네, 예약 내역 확인됩니다. 4시 30분 진료 가능합니다."
"네, 4시 30분으로... 아, 죄송해요. 제가 착각했네요. 내일 오후 3시로 바꿔주실 수 있나요?","네, 내일 오후 3시 진료 가능합니다."
"네, 그럼 내일 오후 3시로 변경해주세요.","네, 그렇게 변경해드렸습니다."
